Title,rating-other-user-rating,text,review-date
Unbelievably Irresponsible Movie,2,"Cartoons are typically targeted towards the younger audience. The impressionable minds, the sponges. So instead of making a movie which teaches that hard work, sustained commitment, discipline and patience ultimately pays off, here, we have the exact opposite. The team who has spent a lifetime preparing for a task is pushed aside in favor of a wholly unmotivated, ill-prepared, unqualified on all accounts ""hero"", who is chosen by destiny (which fairy tale could do without it ?) and conveyed through a turtle, who is about to kick the bucket himself.In matter of two days, a panda who is so overweight that he literally cannot get up, and could (or should) keel over from a massive stroke or a heart-attack any minute, is sharpened into a Master Kung-Fu fighter through a program of --consuming chicken dumplings.It's a frightening message for the younger generation: That unqualified and unprepared triumphs over the qualified and prepared, by goofing off. Panda has no inherent special powers in him. No gifts are bestowed upon him to make him special. He just becomes special because he believes he's special. Wow.I will say that there is nothing visually wrong in the way this movie is put together. The animation, direction and voice overs are all first-rate. My beef is with the central premise of the movie, which is why, I feel, kids should not be exposed to it.",9 January 2010
Can you handle the crazy feet?Kung Fu Panda,7,"Pixar is where it is at for me animation-wise in Hollywood. Maybe that makes me a snob, but something about their films resonant on a level that the others can't even begin to touch. Sure Shrek and Madagascar are funny, but besides the off-belly laugh, they are kind of shallow and hollow. With that said, I went to check out Dreamworks new foray into computer graphic cinema, Kung Fu Panda. Admittedly, I knew very little about this thing other than the fact that Jack Black and Angelina Jolie voiced characters. It could possibly be due to the fact that I don't watch much TV, but I've seen sparse promotion at best until walking into the theatre and seeing a giant 3D panda in the lobby. On the whole, the film plays out much like you'd want a family/kid friendly picture to. We are given examples of friendship, belief in oneself, and humilityall life lessons we hope to inspire our youth with. With a good backbone such as that, along with some humorous bits and stunning action choreography, this panda definitely packs a punch doing his job: entertaining the audience right until the final frame.Credit the producers for compiling a top-notch roster of vocal talent to enhance the somewhat ho-hum script. These types of movies are never very original, so it takes a bit of extra panache to really draw me in. Black is actually quite good in the role and Po the panda plays right into his schtick. When arriving at the hall of warriors, he goes to every artifact and does his thing, screaming his excitement at all the cool stuff like it's his JB character from Tenacious D eying Jimi Hendrix's first guitar. The Kung Fu arm mannerisms even recall his air guitar/rock n' roll motions. Black is somewhat restrained and his manic energy is reigned in to be effective on the comedic and dramatic levels. This guy is, after all, our entrance into the story and the character we are supposed to relate to. An outcast and an original, we all can see a bit of ourselves, always dreaming but never taking the leap to achieve those goals. We watch his evolution and start to believe that it could happen to us too.It is a fine line for the supporting roles. A Panda with historical knowledge of the ancient art yet without any actual experience has been proclaimed the savior of the valley against a monster of a foe. He is truly the ugly duckling and all those around him must straddle the division of chiding him and the absurdity of the situation, but not be too meanthere are kids watching. In order to keep a good grasp on this tenuous situation, the filmmakers cast a group of affable people with the ability to work in serious moments, but never relinquish the humorous edge to their voice. Guys like David Cross, Seth Rogen, and Jackie Chan are perfect for the roles of the true warriors attempting to reconcile their preconceptions of this screw-up swooping in and taking their thunder. Moments like the acupuncture scene really show this to be true. Jolie is good as Tigress, another fighter and prize student, but the role ends up being pretty forgettable and by the books. She never really gets the range to go crazy. Neither does Dustin Hoffman as the master and teacher to them all, yet he is a still a success. My favorite supporter was the great Ian McShane as Tai Lung, the villain of the tale. No one has a better voice for nefarious deeds than this guy and he delivers continuously.As far as the story goes, it is a nice tale to teach the kids about faith and comradery. For us older folk, however, we are treated with some spectacular action/battle sequences to satisfy our want for more than just preaching. The chopstick fight between Hoffman and Black is fantastic, having comedy and tenacity with some nice artwork and fast paced movement. The battle on a rope bridge towards the end, as well as the final confrontation, is also highly enjoyable. Credit the entertainment to the acting and a gimmick that at first made me cringe. Throughout the film we are treated with slow-motion insertions during the action. A nod to old Kung Fu films and the satirical spoofs created as a result, I was thinking I'd grow tired of the maneuver very fast. Fortunately, as the movie continues on, the moments become sprinkled in with perfect timing. The escape from Rhino prison wouldn't have been half as fun without the speed changes in the action and the slow-mo facial expressions of those getting thrown around. Even towards the end, the filmmakers began to use it as an original comedic device. Capturing Po's reaction to a charging Tai Lung is absolutely priceless.Kung Fu Panda is by no means a masterpiece, but for a cartoon that really flew under my radar, I had a lot of fun taking part in the experience. Right from the beginning, with a stylized 2D rendered sequence as an introduction, I saw that this wouldn't be quite the run-of-the-mill work I was anticipating. Always staying fresh and funny I can fully endorse anyone wanting to check it out as a nice appetizer to what could be a fantastic main course in Pixar's Wall-E come this summer.",31 May 2008
A bad ending spoils this otherwise enjoyable film.,6,"Po is a panda (voiced by Jack Black) who dreams of being a kung fu master; however, being a little on the large side and just a waiter in a noodle shop, the chances of him realising this fantasy seem relatively small. But when Po leaves work to witness the selection of the Dragon Warrior (the mighty martial artist who is destined to save the valley from dreadful danger), he somehow finds himself chosen for the position.Now, with only days before the arrival of the villainous Tai Lung, a powerful snow leopard with destruction on his mind, can Po learn the secrets of kung fu in time and become the hero he so desperately wishes to be?Although Kung Fu Panda has a lot going for itcool animation, great characters and some wonderful gags (which work particularly well if you're a fan of martial arts movies) I'm going to go against what seems to be the general consensus, and declare that I thought the ending sucked, and spoilt what might have been an otherwise excellent adventure.Following loads of wonderful action, plenty of laughs, and some mystical mumbo-jumbo about a magical scroll that contains the secret of unimaginable power, Kung Fu Panda turns into a weak morality tale, preaching that real strength comes from belief in oneself. Whilst I think that being confident and comfortable with who you are is a wonderful sentiment, I do think that a positive mental attitude only gets you so far, and that the mighty rhino-bashing Tai Lung would've torn Po a new one! End of.Some fans argue that Po used his weaknesses (ie., his fat) to his advantage, deflecting his enemy's more powerful moves; others say that after Tai Lung realised that he could not improve his powers through the use of the Dragon Scroll, he lost his confidence. I say 'hogwash!'.Tai Lung was a highly trained juggernaut of rage who easily fought his way past guards twice as bulky as Po and defeated five of the best warriors in the country (does that sound like someone lacking confidence to you? I don't think so). Po should have been turned into panda paste.Of course, there is the theory that once Po worked out that he all he needed to do was be himself, he finally realised his destiny and became the fabled Dragon Warrior. If this is the case, then it's a lame, wishy-washy idea that isn't explained very well .Either way, the ending spoils the film. And that's a real shame.5.5 out of 10, rounded up to 6 for IMDb.",21 July 2008
An entertaining summer flick!,8,"Another highly entertaining flick from Dreamworks. Jack Black played a clumsy fat Panda to great effect, and was nicely complimented by the other animal characters. The story was very predictable, but the animation, pacing and great action made up for it. I loved the action sequences, particularly those involving the villain. Out of them all, the 'escape' was probably my favorite sequence.Though I wouldn't call it a classic, as it lacked the emotional touch of 'Nemo' & Lion King etc, it is entertaining for adults and kids alike, though it kinda seemed a little violent for kids (but then who really cares these days!).",19 June 2008
Feel the Thunder!,8,"From the time I was a little one to now, I have always loved movies and anything else with an Asian flair. From Mulan to Samurai Champloo, Asia's rich and interesting culture have always been in my must-have book, and I have loved them since childhood. Kung-Fu Panda takes an interesting look at this genre, as well as a modern one.Po, a chubby, yet lovable Panda (Jack Black) works in a noodle shop with his Goose father (David Hong), but dreams of Kung-Fu and fighting with the Fearsome Five, a team made up of Tigress (Angelina Jolie), Viper (Lucy Liu), Monkey (Jackie Chan), Crane (David Cross) and Mantis (Seth Rogen). When the old turtle sage Oogway announces a tournament for the selection of the Dragon Warrior, Po tries to attend, but, because of late arrival, is shut out. When he falls into the stadium after another failed attempt to get in, he is unwittingly selected as the warrior. Master Shifu (Dustin Hoffman) is now faced with the task of training a panda with great knowledge but little skill in Kung-Fu. Meanwhile, the evil Tai Long (Ian MacShane) has escaped from prison, and is now threatening the village. Can Po live up to his new title and the dreams that keep him going? When the film was advertised, I became very interested. Seeing promo after promo peaked it. When I read the article on this film from USA today, I was surprised to see that a number of adults had gone to see it in the opening weekend! I figured, that's good enough for me, so I got my mom to take me to the theater to see it...and absolutely loved it. It is probably the best film from Dreamworks yet. The characters are what really draw you into the movie and the action/fighting sequences are expertly timed. The voice cast is perfectly cast. Jack Black plays our furry, chubby, kung-fu loving hero Po. Angelina Jolie is the bad-ass tigress who, although brash and thinks Po is a joke at first, is brave and learns to trust in her new comrade. Dustin Hoffman, Jackie Chan, Michael Clarke Duncan and Lucy Liu also round out the cast. The effects and animation also make the movie a must see!",11 June 2008
Not Just a Great Animated Movie- A Great Movie . . . Period!,9,"I was very entertained by ""Kung-Fu Panda"". This movie ranks among Dreamworks Animation's best along with ""Shrek"", ""Shrek II"", and ""Antz"". The animation as a whole was excellent, including the fantasy sequences that took the form of supposed 2D animation. Even when the animation was 3D, the animation had everything down to a T from the blades of grass to roof shingles to animal's fur.Of course, since 3D has now become the norm for animated movies, I know that 3D animation alone cannot save a movie. For instance, ""Doogal"", ""Shrek The Third"", and ""Shark Tale"" (which also featured the voices of Jack Black and Angelina Jolie) were big disappointments for me. Fortunately, there was enough good comedy, great action sequences, and intriguing characters to keep me entertained and to rate this movie as the best to come out of this summer so far.For starters, Jack Black was perfect as Po the Panda. In my opinion, Black was underused in ""Shark Tale"", which was probably why I didn't like that movie so much. Here, he brings his great comic timing and a touch of his Tenacious D personality into this panda character. He especially works very well in the training sequences with Head Master Shifu (Dustin Hoffman). I thought it odd that his character was the only panda in a story set in China, but I won't get too picky.The actors who played the Furious Five were also well cast. Angelina Jolie was a natural to play Tigress, who is probably the first truly strong female character in animation history who also isn't involved in a love story subplot of a film. I actually found myself relieved that they left such a subplot out and just concentrated on a great story.If I have one complaint against the movie, it's that the other four fighters weren't as focused on as they should have been. Yes, there's only so much you can fit into a 90 minute movie, but the snake (Lucy Liu), crane (David Cross), praying mantis (Seth Rogen), and monkey (Jackie Chan) all individually made such intriguing characters. Indeed, this is one of the few animated movies I've seen that merits a sequel, and I hope that all four of them are focused on in that other movie should it come along.Otherwise, that's my only complaint against the movie. It just worked so well otherwise. Other than the mostly American voice-overs, the movie stayed true to a traditional Kung Fu movie by the likes of Bruce Lee and Sonny Chiba, and also had elements of spaghetti westerns and other movies such as ""Star Wars"". None of that would have been complete with a great Darth Vader-esquire villain like leopard Tai Ling (played by lesser known actor Ian McShane), and an even better Yoda-esquire mentor like tortoise Ancient Master Oogway (Randall Duk Kim). This is an altogether incredible movie that I personally can't wait to purchase on DVD. I may even see it again in theaters, and there are few movies that make me want to do that.",11 June 2008
"With dazzlingly animated fight scenes and the likable panda Po, I found this very entertaining.",,"I saw this with a friend at a preview screening last Sat and I was worried it might be like the other forgettable mass-produced animated films, but I was pleasantly surprised.The voice acting was pretty flawless. This is a very good case of finding the actors(even if they are all well recognised stars) that fit that characters well. I couldn't imagine anyone else voicing Po apart from Jack Black - he just seems to completely embody Po's personality and humour. Jolie also has the severity of her character Tigress while the standout being Hoffman conveys Shifu's exasperation and everything else as the panda's master.Pacing and Plot: OK, so the plot is probably borrowed form numerous sources but it does have a classic storytelling feel to it, and there are certain parts that don't happen(especially during the climax) exactly the way you expect. Slightly clichéd, but charming and entertaining enough to overcome it, I think.Animation: The opening 2D sequence is nothing short of amazing, in my opinion. The fight scenes and Tai Lung's escape is just stunning to behold - both witty and a feast for the eyes. This coupled with the subtle character animation that brings them to life might be overlooked since the masses are probably used to it due to the load of animated films that come out, but it's really well done.Music: This is where I take my hat off - there are no of those stupid, generic pop songs playing during the film! Thank God! The music is very good, from the orchestral parts I heard and does give one a sense of being in China.Overall, there are some things not explained(like why Po's dad is a duck and Po's past) but apart from niggles with lack of originality story-wise and some clichés, this is really an experience to enjoy fully in a cinema I think, due to the sheer scope of the fight sequences and the cinematography of old China. It has it's quite funny scenes and even if it's not funny all the way through exactly, it has a heart, which is always important to me - it raises it from just flash to having some substance. A very good animated film from Dreamworks and even if the forthcoming sequel isn't as good, this'll be one for me, to enjoy again and again when it arrives on DVD.",3 July 2008
Kung Fu Panda,9,"Kung Fu Panda Rated: PG Time: 1:31 Stars: The voices of such notables as: Dustin Hoffman, Jack Black, Lucy Liu, Angelina Jolie, Jackie Chan and others Final Grade: B+ Overview Summary: This is an animated story of a fat panda, that in his dreams longs to be a kung fu hero, being thrust into his role in destiny to save his village and valley from an ancient and evil foe. If kung fu fight scenes bother you, be aware that there's lots of kung fu action (which some chose to avoid - so fair warning) as well as lots of laughs and action for both kids and parents alike.This is a family oriented movie, given the fighting scenes, and my family and kid really enjoyed it.The final moral of the story is that the secret to true greatness is found inside of one's self and that you can achieve the greatness you seek if you want it...but a lot more than that happens in the hour and 31 minutes that this film runs.Now The Details: Our movie opens with a fat lazy panda dreaming of being a great kung fu warrior and saving the world from the throws of evil through his fighting skills and those of the other major fighting skills personified by the crane, snake, monkey and in this case tigress. He then wakes up to the reality of his own peasant life in the family business.But, as his luck would have it, there's a contest in the village to determine the warrior who will be chosen to defend everyone from a recently escaped evil villain.By a most humorous stroke of luck, our hero to be is chosen to be the one to defend the village from the evil one. Needless to say, he's as shocked as the heir apparents' are.There's some good laughs and moments during his rushed training and acclimation to the rest of the group and alas his time to prove himself comes through as he and the bad guy square off to fight over who gets the golden scroll with the all powerful secret message inside.You can basically guess who wins but what's interesting is that, at the end, the moral that a person's inner self is what determines their own success and that you can do and be whatever down inside you set you r mind's goals to be.This movie is clocked full of animated action and fighting scenes, lots of humor and 1:31 of family fun.Enjoy this one with the family and the kids may be talking about it for days.And that's the I saw it, From Where I Stand.( The writer is a regular contributor to www.fromwhereistand.info )",28 June 2008
Kung Fu Panda destined to become a classic,9,"Went to see Kung Fu Panda on Saturday with very high expectations and I wasn't disappointed in fact, it was better than I thought. I was funny and it has a lot of action and adventure. It is also a movie that leaves you some valuable learning like ""never give up"" and ""always believe in yourself"". A very good story about an Enthusiastic, big and a little clumsy, Po is the biggest fan of kung fu around which doesn't exactly come in handy while working every day in his family's noodle shop. Unexpectedly chosen to fulfill an ancient prophecy, Po's dreams become reality when he joins the world of kung fu and studies alongside his idols, the legendary Furious Five--Tigress, Crane, Mantis, Viper and Monkey--under the leadership of their guru, Master Shifu. But before they know it, the vengeful and treacherous snow leopard Tai Lung is headed their way, and it's up to Po to defend everyone from the oncoming threat. It is like a tribute to all those Chinese kung fu movies. The cast of voices is excellent, Jack Black, Angelina Jolie, Jackie Chan, Lucy Liu, Dustin Hoffman, Seth Rogen and Michael Clark Duncan all with awesome performances. In conclusion, this is one of the best movie of the season and the best animated DreamWorks movie since Shrek 2.",25 June 2008
A Lot Better Than Expected!,8,"I hate talking animal movies and CGI movies so when you put those two together, it's usually a pretty bad combination for me. There have been a few exceptions like most of Disney/Pixar's films and now, Kung Fu Panda. I'm a big fan of kung fu movies and I think most fans will enjoy this movie because it seems to have been made specifically for those people.The story and actually quite good and has a lot of heart. There are some really great action sequences, as well and they really captured the kung fu feel with this movie. I also thought the visuals were great which is rare, at least to me, in a CGI film. There are a lot of very good things about this film that almost everyone should enjoy.Kung fu fans probably won't be disappointed with this one as I had a blast with it. I was expecting total garbage and actually am happy that I saw it. I'll be picking up the DVD when it comes out.",22 June 2008
"Truly wonderful, a masterpiece for kids and adults",9,"Kung Fu Panda is a remarkable film. From the horrid title, you go into the movie expecting some cheap rip off of the Jackie Chan movies. But only a short ways into Kung Fu Panda, you realize that it is a truly beautiful and well done movie. It mixes smart (and yes, sometimes stupid) humor with beautiful rendered and artistically proficient scenes.Still, the plot (more so ""theme) is atypical for the genre (the old ""underdog"" theme), and the movie at times seems like it wants to fall back upon overused animated movie tools. But this should not deter you at all from the movie. It's stunning in every aspect.The voice acting? Incredible. Jack Black is truly wonderful as Po, and all of the other actors do a superb job (Angelina Jolie was Master Tigress?! I didn't even know that until the credits.). Sadly, the only character that sounds truly Chinese is the Monkey (voiced by Jackie Chan. You cannot make a good kung-fu movie without him).Music? Lets just shorten this by saying it deserves an Oscar nomination (or winning *hint hint*) Now I HAVE to wrap up this by writing about oogways death scene. I am truly amazed to say I cried over a dead turtle. And I don't even cry at the end of sad movies! But the pure beauty of this scene is just so moving, even the hardest heart will soften. The music is very wonderful (although I will say I'm glad they refrained the catchy, but god awful ""kung fu fighting"" song to the credits).Go and see it. You'll see it more than once.You must believe.",20 June 2008
Terrific Kung Fu Epic For the Whole Family,8,"After churning out mostly mediocre or rubbish animated films for years (SHARK TALE, the SHREK sequels, MADAGASCAR, BEE MOVIE), Dreamworks finally manages to release a piece that gets everything right from start to finish. It's apparent from the film's opening frame that a lot of care and thought went into the making of the delightful KUNG FU PANDA, and while the story is certainly nothing new  especially to those of us who live and breathe martial arts flicks  , it tells a familiar tale with a great deal of heart, enthusiasm, and respect for the viewer's intelligence while completely eschewing the anachronistic and largely inappropriate pop culture jokes that worked in the first SHREK and nowhere else since.Po (voiced by Jack Black) is the fat son of a noodle chef who, though being groomed to take over the family business, has dreams of one day becoming a great kung fu master and hero of the people, but while quite game and enthusiast, he's lazy, clumsy, and has no skills whatsoever. The unlikely wannabe gets his shot at glory when the prophesied escape of the villainous and incredibly skilled Tai Lung (DEADWOOD's Ian McShane) looms imminent and a martial arts master must be named as the sacred Dragon Warrior in order to handle the threat. Po, quite by accident, finds himself awarded the vaunted title, much to the horror and dismay of the diminutive Master Shifu (Dustin Hoffman) and his balls-out badassed students, the Furious Five, each representing an embodiment of a classical animal-based kung fu style (specifically tiger, mantis, crane, snake, and monkey). All are dumbfounded that a fat load like Po could be the Dragon Warrior and all are at first determined to make sure that he gives up and leaves the temple, but they didn't expect Po's genuine love of what they do to fuel him to give it his best shot. While he's pretty much a washout, Po's girth and enjoyment of his training work to his advantage, and Master Shifu figures out just how to motivate his unwanted new student to greatness, all while his adopted daughter, Master Tigress (Angelina Jolie), seethes at the role that should have gone to her is usurped by one she feels is unworthy. As Tai Lung approaches and Po leaves the temple to accompany his father as the local villagers evacuate before the coming martial apocalypse, the Furious Five advance to stop him, but are unceremoniously handed their asses in a butt-kicking of painfully disheartening proportions. When Master Shifu, no slouch himself, proves unable to defeat Tai Lung  who, by the way, is also his adoptive child, one in whom he is deeply disappointed because he turned to evil  , Po returns to save the day after reaching a philosophical epiphany unwittingly provided by his noodle chef dad, providing the ages-old lesson of ""believe in yourself, and you can achieve miracles"" for a new generation of movie-going little ones.I would have had a great time with KUNG FU PANDA even had I not been a devotee to the martial arts, so I highly recommend it to anyone who enjoys a fun ""hero's journey"" or training film (a la the Shaw Brothers classic MASTER KILLER), as well as advising lovers of quality animation to see this on the big screen in order to get the full effect of its visual grandeur. As for the individual points of note:* The one element of the film that I feared would make or break the film turned out to be quite praiseworthy, namely Jack Black's voice acting. I loved Black in the excellent SCHOOL OF ROCK, but find him mostly annoying in just about everything else he's been in because his approach to comedy often strikes me like he's both trying too hard and is attempting to convince everyone watching that he's as funny as he thinks he is. This time, though, he gives a genuine performance that is full of heart and charm, and the viewer definitely comes to love and root for his character.* Dustin Hoffman was the last person I would have expected to be able to pull of playing that mainstay of kung fu movies, the seasoned master, but he's absolutely perfect as Shifu, a character whose triumphant martial abilities are reflected in Tai Lung's misuse of his teachings, and Master Tigress' feelings of resentment at being passed over as the Dragon Warrior. Shifu conveys as weary exasperation and sadness seldom seen in a character of this type, and I find him much more interesting than many of the master types found in the literally hundreds of martial arts films that I've seen. He's no Simon Yeung, or even Keye Luke for that matter, but he's nonetheless terrific.* And speaking of terrific master types, Randall Duk Kim's ancient Master Oogway is the finest of this breed since Yoda first showed up in THE EMPIRE STRIKES BACK (1980), before his mystery and wonder were permanently flushed down the toilet in the cinematic Montezuma's Revenge that was STAR WARS: EPISODES I-III. This centered, contemplative figure is a tortoise who's every slow movement conveys both his advanced age and now effortless mastery of his art, as well as his wisdom and connection with the natural world around him. He's even Shifu's master, and Shifu defers to his decree when Oogway pronounces Po to be the Dragon Warrior; Shifu has his doubts about that, but in the end Oogway is proved right beyond the shadow of a doubt. Truly beautiful in every way, I wish Oogway had more screen time.So don't wait for KUNG FU PANDA to hit DVD or cable. Go see its plethora of visual storytelling wonders on the big screen as it was intended, and I highly doubt you'll be disappointed.",16 June 2008
THE Big Funny Panda,8,"Fortune cookie wisdom is imparted throughout the colorful KUNG FU PANDA. Some of it makes no sense out of context but it all amounts to some very simple, very basic advice about believing in the warrior within. ""There are no accidents,"" claims the coolest of Zen master turtles after a panda drops from the sky at just the right moment to be deemed the next Dragon Warrior. There are especially no accidents when no risk is taken. That panda is of course the panda from the title and from the moment this lazy emotional eater is ""discovered"" as the warrior that will go on to save the kingdom, you know exactly how the entire thing will play out. Po (voiced by an increasingly subtle Jack Black) will drown in doubt while he trains for something he doesn't believe himself capable of; the other animals will badger him into giving up; but eventually, he will find his inner kung fu master and save the day. Subsequently and expectedly, reviewers will call it out for its lack of originality. That's how it goes.So it isn't so original. No big deal. What it lacks in originality, it makes up for in style and humour. Relatively new directors, Mark Osborne and John Stevenson have created a multihued ancient China that moves with stealth precision between enchantment and explosive energy. Its inhabitants are geese and rabbits that live their lives in the shadow of lore. As long as all is peaceful, then they can blissfully enjoy their noodle soups in the town square and if anything should happen to collapse that peace, then they have the kung fu specialized Furious Five  a tiger, a monkey, a crane, a snake and oddly enough, a mantis  to protect them from whatever evil lurks. No one member of the community has more faith in these five than Po. His idolatry of these heroes extends to numerous posters on his walls and action figures by his bed. Black plays Po as the hardcore geek that hides his enthusiasm and secret desire to be a part of it all in fear of being ridiculed for wanting the impossible. Po is that unfortunate fat kid from school that wants to hang with all the cool kids, hates that he's stuck working at the local fast food joint after school and knows that there's nothing he can do about it. Wait; was I that kid? Is that why I love him?KUNG FU PANDA is overloaded with voice talent. Any scene with Po is usually hilarious as I guess Black knows what it's like to be the unlikely guy hanging with the in crowd. However, when he isn't in the picture, the delivery from the majority of the A-list cast is often bland and purely functional. Po, and his kung fu trainer, Shifu (a frustrated and disgruntled, yet still minutely optimistic Dustin Hoffman) trade quips with fervor and weight and make for much giddiness. The Furious Five, not so much. Considering they're voiced by actors as varied as Angelina Jolie, Jackie Chan and Seth Rogen, you would think they would provide for plenty of conflicting antics but they end up reduced to nothing more than another obstacle for Po to overcome. I'm no kung fu expert but I'm pretty sure gossiping and bad mouthing members of the team when they aren't there (and sometimes even when they're right in front of them) is not part of the package. Our heroes aren't always what we hope they will be when we finally find ourselves face to face with them but these five could have certainly been truer to their furious form if some element of development had been given to them.Still, despite its unevenness and seemingly simple approach, KUNG FU PANDA is great wisdom wrapped in even greater fun and often breathtaking animation. Sometimes the simplest of lessons are the ones that are hardest to learn. (Now I'm a fortune cookie.) Perhaps the subtlest lesson the film passes on is to relinquish your control over the destiny of your own life. Po never thought he would find himself surrounded by his heroes, getting the chance to realize his life long dream of becoming a kung fu master but here he is suddenly. Master Shifu never thought he would be training such a useless lump but here his is as well. It is only when each character let go of their egos and expectations that they saw how to make their situation work. Shedding your own expectation for KUNG FU PANDA to be something more than what it really is will allow for the good times intended to be had and an unexpected tranquility to seep into your mind.",8 June 2008
beautiful but slightly disappointing,6,"I saw KFP last night and i when i left the theatre, there was a weird feeling in my stomach. That feeling was disappointment due to the lack of laughter. I watched the entire movie with a smile on my face, so it was enjoyable but not hysterical, i never broke out in laughter like i did with other animated movies.This movie has something special and that is the magnificent animation and the spectacular fight scenes, that will remind you of ""crouching tiger,hidden dragon"" and ""house of flying daggers"".I went to see it with a friend of mine and we both love movies. Afterwards we love to discuss what we saw and re-enjoy the best moments, but you could have heard a pin drop. We couldn't find anything to mention that was memorable to say besides our admiration for the beauty and eastern style the movie was crafted in.So in conclusion: If you want to see an animated Kungfu-film, KFP is great. If you expect to see a funny picture about a panda doing Kungfu , KFP is very mediocre. 6/10 (the great fighting and lack of comedy)",23 July 2008
WOW!!! Awesome movie!!,9,"This movie was incredible the story was great the animation was awesome.I own a karate school and we had a preview tonight 2 days before it hits theaters and it was absolutely awesome!!!!! The kids had a great time, the adults loved it!! This movie will become an instant classic like shrek and others in that class!!! The comedic timing was really good and pertained only to the movie. No weird out of the film references, no really bad martial arts movie genre pieces put in. The comedy is slap stick based but that is what appeals to most kids and this is a kids movie per say.Anyone who is a martial arts flick buff will love this young or old!Only thing that leaves to be desired that prevents it from being a 10 is character development on the furious 5..... however the character development of the masters, PO and the bad guy tai lung was excellent!",4 June 2008
"Weak, but well made for kids",6,"When one goes to see a movie of this nature, it is expected that they will compare it to its peers; Finding Nemo etc. However, I cannot even come close to putting this movie in the same category as Finding Nemo when it comes to ratings. Let me explain.Kung Fu Panda is an easy 92 minutes, that will not only leave children in hysterics at the good clean humour, but will not leave you fuming at Dreamworks for taking another hour and a half of your life. Jack Black brings a full blown feast of his personality to the table, and Dustin Hoffman does a stellar job as the diminutive kung fu master. Jolie, Liu and Chan hardly feature in this star studded cast. The animation is as good as you expect these days, and the pace of the movie doesn't let anything to be desired.However, I do have a few bones to pick with this film. One can go see Toy Story and be captured by the notion of figurines coming to life while the human beings are away, or see Finding Nemo and be content with the assumption that all the beings of the ocean can talk to each other - while they still live in sea anemones etc. These movies thrive on these settings to aid and progress the plot of the movie. One has to wonder watching Kung Fu Panda, was there any other point to personifying these animals other than to play on our feelings as to what is 'cute', and sell movie tickets to parents with children? There were little, if any, jokes for older generations, whilst the plot line was nothing but your typical underdog story. In the end, one is reminded to believe in one's self etc... blah blah blah. This is apart from the many many many MANY continuity errors that might or might not irritate you.So, for the performances by Jack Black and Hoffman, as well the great animation and value for young children in the silly humour, I can give it a 6/10. As far as movies go, this does not measure up as much as other movies in its class, and certainly not as much as other movies in general, and I believe that more care was needed to take this good movie and make it a great one.Strongly recommended for children and bored adults who think it's cute and funny to see a fat panda try to do Kung Fu - no doubt there will be many of you.",16 July 2008
Dreamworks should be Proud,10,"After the garbage that was Shrek 3, Over the Hedge, and SharkTale, and the only mediocre Madagascar, when I saw the preview for Dreamwork's newest film Kung Fu Panda, I laughed at the stupidity of a movie involving an overweight Panda trying to become a kung fu master. Eventually my sister dragged me to see it with her, where I discovered just how sorely wrong I was.Not only is Kung Fu Panda visually appealing - the animation and scenery is breathtakingly beautiful - well written - you'll find a deeper and more engaging story here than merely a Panda trying to master martial arts - and hilarious - there are a multitude of hysterical jokes, which astonishingly are nearly all kid-friendly - but it manages to grasp what other Dreamworks films cannot even attempt: a heart. The fight scene between the awesome master Shifu and the truly evil Tai Lung doesn't only work because of the fantastic animation and the dramatic music, but because of the background story that was worked into it. The secret of the dragon scroll was so heartwarming that even the harshest critic will be touched. Po, instead of being rude and arrogant like I expected, was lovable and his longing to reach his goal is something all of us can identify with. The Furious Five's gradual acceptance of and friendship with Po was sweet and Shifu is perhaps the best-developed character in Dreamworks history. His quest for inner peace and the troubling relationship with Tai Lung in his past lead to some extremely emotional scenes. Even the end credits and the touching scene that follows them are wonderfully visually appealing.Some people are saying that they don't like this movie, because it supposedly glorifies obesity and stupidity. I say they must have gone to the movie theater wearing blindfolds and earplugs. Po didn't succeed in facing Tai Lung because of his weight; he succeeded because he believed in himself! This movie teaches us that we are all special and loved regardless of size, body shape or race, something important we should really be teaching our future generations.So all in all, go and see Kung Fu Panda! It's right up there with Pixar's finest like Finding Nemo and will be a film the whole family will love!",3 July 2008
'Panda' is Peerless,9,"In recent years Dreamworks animation has been a sort of hit and miss production company. Some of their films have been nearly as good as the Pixar films (Shreks, Over the Hedge), but others have been close to complete crap (Shark Tale, Madagascar, Bee Movie). With 'Kung Fu Panda' Dreamworks hits the jackpot.The film is great because of how simple it is. Simple story, simple morals, simple (but very effective) comedy, and simple style. The movie is just good to watch. You could go and see it with your family, or your best friends---its a neutral sort of movie.Jack Black was the by far the best choice for the main character, Po, and you REALLY get a sense of the real Jack Black. He is such a passionate soul in most of his movies---this is especially highlighted in 'Panda.' Apart from having a simple and intriguing story, the movie has some legit fight scenes. Scenes that could only be made with animals shown in the film.Honestly, this is a great movie. If you want to feel good about going to see a movie by yourself, with friends, family, a girlfriend, boyfriend, whatever---truly, this is a great choice. DO NOT think this movie is just for kids, because it really is not.All in all, the movie is a clever, refreshing, and entertaining flick. It may very well be the best movie in theaters right now.Excellent.",16 June 2008
